filename,mice_id,class,split
9cb17d3ae208.jpg,8,heavy,train
7025650ac80e.jpg,8,heavy,train
e0177309d2f5.jpg,8,heavy,train
3895a295b821.jpg,8,heavy,train
10f99b859a21.jpg,8,heavy,train
31e6f43f3fc1.jpg,8,heavy,train
3fda21af45ab.jpg,8,heavy,train
b0251f3911fd.jpg,8,heavy,train
2211f855d697.jpg,8,heavy,train
368490b6fce0.jpg,8,heavy,train
3af2c3984c5c.jpg,8,heavy,train
9b4aa8fddf2b.jpg,8,heavy,train
0141507e63d4.jpg,8,heavy,train
6b42b9b57a53.jpg,8,heavy,train
7f7a178d473c.jpg,8,heavy,train
23b430a62e51.jpg,8,heavy,train
e9d4ad202000.jpg,8,heavy,train
dffc8e20618d.jpg,8,heavy,train
e696305487b9.jpg,8,heavy,train
c73117f02135.jpg,8,heavy,train
32bdeca3885b.jpg,8,heavy,train
cc593c660e4d.jpg,8,heavy,train
5f02fb7637da.jpg,8,heavy,train
b893a9c151c0.jpg,8,heavy,train
d07f8134b444.jpg,8,heavy,train
19890b6826a4.jpg,8,heavy,train
a1c5978c8e28.jpg,8,heavy,train
91ef7870dd01.jpg,8,heavy,train
1b4320df7494.jpg,8,heavy,train
4dc5ad983e4d.jpg,8,heavy,train
56c4bee049c3.jpg,8,heavy,train
a492392e10fb.jpg,8,heavy,train
2a908f6b4c07.jpg,8,heavy,train
6a865a1f4814.jpg,8,heavy,train
95f057135e49.jpg,8,heavy,train
db1cae15b3ec.jpg,8,heavy,train
38f01be1917e.jpg,8,heavy,train
74292f914e4b.jpg,8,heavy,train
6623f3b76824.jpg,8,heavy,train
7d22ce96b6c8.jpg,8,heavy,train
fbe5b7c74b6d.jpg,8,heavy,train
aac26043a021.jpg,8,heavy,train
38906ce824fb.jpg,8,heavy,train
0407f8490e43.jpg,8,heavy,train
01a79fecaa6b.jpg,8,heavy,train
aacbf060cbc1.jpg,8,heavy,train
0d199074425e.jpg,8,heavy,train
d8d470872ff0.jpg,8,heavy,train
a503a8e9f301.jpg,8,heavy,train
a07df45246aa.jpg,8,heavy,train
eb518c704701.jpg,8,heavy,train
efe11a1e5e92.jpg,8,heavy,train
34263946d311.jpg,8,heavy,train
e205a1bd8ecf.jpg,8,heavy,train
2f984168b0cc.jpg,8,heavy,train
34756bba204e.jpg,8,heavy,train
c5c0b8901650.jpg,8,heavy,train
d3443ce520d6.jpg,8,heavy,train
7072e8541951.jpg,8,heavy,train
aa7b24cf1d32.jpg,8,heavy,train
449b2f50afe0.jpg,8,heavy,train
009b4fcf96b4.jpg,8,heavy,train
586403aed450.jpg,8,heavy,train
50dbf956c44a.jpg,8,heavy,train
950f3e19576c.jpg,8,heavy,train
6c32f6899485.jpg,8,heavy,train
8486dd3a0584.jpg,8,heavy,train
75e36310f44b.jpg,8,heavy,train
f2d41b3e6119.jpg,8,heavy,train
c32b4c4fa54d.jpg,8,heavy,train
e21a13f2dd9b.jpg,8,heavy,train
00760eb0c94a.jpg,8,heavy,train
c45a5651e803.jpg,8,heavy,train
9a735b42b8e8.jpg,8,heavy,train
aa6e07c3d370.jpg,8,heavy,train
f57ffcb7dee8.jpg,8,heavy,train
6e2d95f6bd88.jpg,8,heavy,train
eccd4e2314ef.jpg,8,heavy,train
84f69888a2e0.jpg,8,heavy,train
95f0ad41078f.jpg,8,heavy,train
87866d1b615f.jpg,8,heavy,train
3487e5436715.jpg,8,heavy,train
27d7c272e00c.jpg,8,heavy,train
a91ed5a3a32f.jpg,8,heavy,train
55294935394a.jpg,8,heavy,train
28ce51d7788c.jpg,8,heavy,train
8a7c282f2930.jpg,8,heavy,train
1388ed765353.jpg,8,heavy,train
6aceb102a09d.jpg,8,heavy,train
7cc54448c5b4.jpg,8,heavy,train
6be598a466cb.jpg,8,heavy,train
20c964a20501.jpg,8,heavy,train
52866aa47c7d.jpg,8,heavy,train
fcff81cca952.jpg,8,heavy,train
5e68cb690c1f.jpg,8,heavy,train
bdb68ba52516.jpg,8,heavy,train
735745d50861.jpg,8,heavy,train
443ec3fc8ffa.jpg,8,heavy,train
a0850711af1f.jpg,8,heavy,train
622ed8933039.jpg,8,heavy,train
9cfb2738579b.jpg,8,heavy,train
6ffa11df487c.jpg,8,heavy,train
302081fecfd2.jpg,8,heavy,train
2d40ae389e91.jpg,8,heavy,train
13daa4dce8ad.jpg,8,heavy,train
0629920dd888.jpg,8,heavy,train
8353b40a66f5.jpg,8,heavy,train
3325ffcefc2c.jpg,8,heavy,train
1366eed1bb47.jpg,8,heavy,train
554b932ec244.jpg,8,heavy,train
556fd4831b7b.jpg,8,heavy,train
854bf299a44a.jpg,8,heavy,train
69e1015f199a.jpg,8,heavy,train
41390fc70e3c.jpg,8,heavy,train
27b0d9311abe.jpg,8,heavy,train
e7d170ded361.jpg,8,heavy,train
26c14f059279.jpg,8,heavy,train
f646bcf96b2a.jpg,8,heavy,train
d1b5034b2072.jpg,8,heavy,train
06ee6d039447.jpg,8,heavy,train
ab0fd3725df8.jpg,8,heavy,train
14fe7fe90725.jpg,8,heavy,train
019fd18daca6.jpg,8,heavy,train
fa4b4f81a1b5.jpg,8,heavy,train
f23a47a5211f.jpg,8,heavy,train
61924db8aa03.jpg,8,heavy,train
c803efd60892.jpg,8,heavy,train
42af6bd56ecc.jpg,8,heavy,train
99a96a7b4153.jpg,8,heavy,train
4484ba94cb4d.jpg,8,heavy,train
2cedf324402c.jpg,8,heavy,train
e3183d5e5481.jpg,8,heavy,train
b7e6f359fa7f.jpg,8,heavy,train
09f454599f40.jpg,8,heavy,train
8afe8b332bd6.jpg,8,heavy,train
3b2eac163fd7.jpg,8,heavy,train
24fbe8c211ad.jpg,8,heavy,train
95a7d889b750.jpg,8,heavy,train
03184e77e2ac.jpg,8,heavy,train
edcbe064e4c4.jpg,8,heavy,train
c6b46131efae.jpg,8,heavy,train
bebdb371d555.jpg,8,heavy,train
e04d7ff75074.jpg,8,heavy,train
a76872cebc2d.jpg,8,heavy,train
4461b33bde11.jpg,8,heavy,train
4803a483b221.jpg,8,heavy,train
b815e5033575.jpg,8,heavy,train
0dd4d4ff8f54.jpg,8,heavy,train
3f97aaf6ce2d.jpg,8,heavy,train
36f99f324184.jpg,8,heavy,train
0083dbb95fbf.jpg,8,heavy,train
0226d1564f04.jpg,8,heavy,train
abf0dbd91d81.jpg,8,heavy,train
ab2c8189bfde.jpg,8,heavy,train
cc4e0b8d7339.jpg,8,heavy,train
1aa1635645f1.jpg,8,heavy,train
df109f4ff6f7.jpg,8,heavy,train
06eb90496da9.jpg,8,heavy,train
baa64343dc55.jpg,8,heavy,train
0040eb502415.jpg,8,heavy,train
d0a37afe3f69.jpg,8,heavy,train
a04f969b4a35.jpg,8,heavy,train
70143e4e694c.jpg,8,heavy,train
788778ef8fa8.jpg,8,heavy,train
